machine_type,vibration_mm_s,spindle_current_percent,spindle_temperature_C,acoustic_dba,lubrication_pressure_bar,coolant_temperature_C,active_failure,status
cnc,0.59,32.43,27.01,57.58,2.35,25.84,none,running
cnc,0.43,19.94,20.88,55,2.09,25.23,none,running
cnc,1.39,64.08,48.73,94.87,2.11,27.09,tool_wear,warning
cnc,0.63,25.58,25.76,55,1.87,26.84,tool_wear,running
cnc,1.63,53.96,62.19,81.35,0.94,26.77,lubrication_failure,warning
cnc,1.12,22.08,31.26,55,2.01,25.38,spindle_bearing_failure,running
cnc,2.55,48.09,57.94,83.38,2.15,24.19,spindle_bearing_failure,warning
cnc,3.49,50.27,65.19,90.85,2.14,24.16,spindle_bearing_failure,warning
cnc,0.85,49.35,46.36,86.71,2.06,24.13,none,running
cnc,2.52,48.77,56.48,82.81,2.05,25.99,spindle_bearing_failure,warning
cnc,4.33,62.64,56.4,101.7,2.17,24.85,spindle_bearing_failure,warning
cnc,3.99,57.07,55.74,95.2,2.09,27.03,spindle_bearing_failure,warning
cnc,1.64,42.1,50.38,76.44,0.84,25.01,lubrication_failure,warning
cnc,6.83,69.58,47.5,88.15,2.27,26.77,tool_breakage,fault
cnc,7.48,98.47,59.68,102.75,2.04,26.64,tool_breakage,fault
cnc,1.27,55.75,44.36,77.7,2.16,26.09,tool_wear,running
cnc,5.55,94.34,52.74,110,2.03,25.87,tool_breakage,fault
cnc,0.76,38.87,39.95,71.64,2.07,27.26,none,running
cnc,0.79,39.96,38.23,67.09,1.99,27.43,none,running
cnc,1.75,62.77,53.49,90.66,2.28,27.42,tool_wear,running
cnc,6.36,74.83,54.51,100.18,1.92,24.06,tool_breakage,fault
cnc,3.87,59.58,59.97,93.08,1.99,25.75,spindle_bearing_failure,warning
cnc,1.39,47.58,40.61,76.17,1.74,25.07,tool_wear,running
cnc,1.72,56.91,46.44,94.43,1.97,25.38,tool_wear,warning
cnc,1.76,61.11,61.54,106.82,0.77,25.61,lubrication_failure,fault
cnc,3.24,45.24,28.73,55.32,2.01,26.65,tool_breakage,warning
cnc,0.67,36.38,34.44,65.28,2,25.81,none,running
cnc,3.3,44.02,29.19,55,1.99,25.52,tool_breakage,warning
cnc,1.4,33.89,44.9,58.92,0.79,25.92,lubrication_failure,fault
cnc,3.03,51.45,75.19,108.01,2.07,25.63,spindle_bearing_failure,fault
cnc,3.61,46.32,59.52,99.67,2.18,27.59,spindle_bearing_failure,warning
cnc,2.03,55.66,64.65,87.46,2.19,24.29,spindle_bearing_failure,warning
cnc,3.02,55.67,50.91,92.69,1.12,27.12,lubrication_failure,warning
cnc,0.66,34.9,35.06,64.98,2.21,26.45,none,running
cnc,3.16,47.53,59.48,88.77,2.08,26.94,spindle_bearing_failure,warning
cnc,3.89,51.56,72.27,94.86,2.02,26.62,spindle_bearing_failure,fault
cnc,2.9,45.29,53.35,76.95,0.74,26.38,lubrication_failure,fault
cnc,1.51,57.37,51.21,89.15,1.84,24.8,tool_wear,running
cnc,2.56,56.23,66.27,87.71,0.97,27.16,lubrication_failure,warning
cnc,4.63,67.13,44.91,85.71,2,26.96,tool_breakage,fault
cnc,5.18,84.86,52.26,108.85,2.23,26.59,tool_breakage,fault
cnc,4.49,54.2,66.83,109.42,2.16,25.42,spindle_bearing_failure,warning
cnc,3.87,50.56,31.85,61.04,2.16,27.21,tool_breakage,warning
cnc,3.11,54.27,62.83,95.68,2.24,25.84,spindle_bearing_failure,warning
cnc,1.7,52.28,54.45,80.45,0.75,25.91,lubrication_failure,fault
cnc,5.27,76.13,50.03,90.42,2.18,25.29,spindle_bearing_failure,fault
cnc,1.31,18.78,23.01,55,2.21,25.57,spindle_bearing_failure,running
cnc,0.94,50.14,41.4,81.4,2.04,27.18,none,running
cnc,1.81,49.2,63.49,97.74,0.78,25.83,lubrication_failure,fault
cnc,3.76,44.74,63.02,101.01,1.24,26.79,lubrication_failure,warning
cnc,5.6,63.12,43.76,83.94,2.06,25.39,tool_breakage,fault
cnc,0.36,20.55,20.27,55,2.16,26.08,none,running
cnc,5.25,86.74,49.23,103.1,2.12,24.12,tool_breakage,fault
cnc,2.32,56.02,62.71,89.86,1.14,24.87,lubrication_failure,warning
cnc,1.76,58.83,50.21,95.04,2.36,25.26,tool_wear,warning
cnc,1.59,53.02,50.06,94.33,2.24,24.2,tool_wear,warning
cnc,1.13,54.17,46.69,81.62,2.07,25.38,tool_wear,running
cnc,2.7,53.29,53.26,91.21,2,25,spindle_bearing_failure,warning
cnc,2.6,34,38.84,61.68,2.06,26.43,spindle_bearing_failure,warning
cnc,1.09,47.69,44.14,83,1.93,25.1,tool_wear,running
cnc,0.54,26.81,25.7,55,2.12,26.26,none,running
cnc,3.71,39.96,49.03,73.66,1.89,25.44,spindle_bearing_failure,warning
cnc,1.95,33.57,35.96,55,0.99,27.17,lubrication_failure,warning
cnc,0.85,45.36,44.55,87.61,2.07,26.95,none,running
cnc,0.6,37.32,36.07,66.71,1.94,26.73,none,running
cnc,5.01,90.78,54.32,106.49,2,26.11,tool_breakage,fault
cnc,3.33,49.12,71.07,99.08,0.98,25.2,spindle_bearing_failure,fault
cnc,1.84,50.01,61.84,90.01,1.92,25.13,spindle_bearing_failure,warning
cnc,2.86,38.64,49.33,80.53,2.13,25.97,spindle_bearing_failure,warning
cnc,4.76,64.92,41.37,85.36,2.06,23.98,tool_breakage,fault
cnc,0.97,44.01,46.05,86.22,2.09,26.85,none,running
cnc,2.67,61.11,58.36,97.71,0.67,27.14,lubrication_failure,fault
cnc,1.73,53.88,54.81,101.2,2.24,26.58,tool_wear,warning
cnc,0.68,37.12,38.09,73.99,2.14,24.5,none,running
cnc,1.32,58.43,48.26,88.33,2.36,25.97,tool_wear,running
cnc,2.99,48.9,47.61,82.63,2.1,25.41,spindle_bearing_failure,warning
cnc,0.65,28.97,27.77,55,1.81,25.66,tool_wear,running
cnc,2.63,50.58,56.39,85.4,2.06,26.58,spindle_bearing_failure,warning
cnc,0.85,45.32,44.01,83.67,2.16,25.54,none,running
cnc,1.02,47.58,47.99,87.28,2.05,26.53,none,running
cnc,1.15,31.97,31.15,55,2.29,26.44,spindle_bearing_failure,running
cnc,3.36,65.3,70.22,96.91,2.21,25.48,spindle_bearing_failure,fault
cnc,4.65,78.45,44.48,81.96,2.17,25.76,tool_breakage,fault
cnc,2.48,37.18,53.66,75.59,0.83,27.35,lubrication_failure,warning
cnc,1.32,55.56,47.29,94.54,1.95,24.3,tool_wear,warning
cnc,2.5,65.34,62.62,103.97,1.92,25.64,spindle_bearing_failure,warning
cnc,2.46,52.18,66.43,91.72,1.26,26.12,lubrication_failure,warning
cnc,0.7,41.79,40.36,72.41,1.94,27.53,none,running
cnc,7.8,82.71,53.09,108.46,2.07,25.34,tool_breakage,fault
cnc,0.68,38.87,37.56,74.17,2.03,25.48,none,running
cnc,6.74,75.77,49.09,92.52,2.19,24.12,tool_breakage,fault
cnc,0.89,44.85,42.82,82.99,1.92,27.29,none,running
cnc,6.13,79.23,45.9,91.06,2.33,26.55,tool_breakage,fault
cnc,1.89,37.14,39.21,56.63,0.58,26.92,lubrication_failure,fault
cnc,0.74,43.3,44.17,77.95,2.12,27.3,none,running
cnc,5.22,80.26,54.77,103.05,2.18,25.45,tool_breakage,fault
cnc,2.21,44.56,66.14,80.73,0.99,26.51,lubrication_failure,warning
cnc,1.63,54.03,46.12,93.71,2.18,26.32,tool_wear,warning
cnc,1.21,64.9,46.36,88.81,1.98,27.16,tool_wear,running
cnc,5.02,81.17,49.89,86.22,1.99,27.71,tool_breakage,fault
cnc,2.32,44.25,50.72,97.06,1.19,25.06,lubrication_failure,warning
cnc,2.97,49.17,59.86,107.67,2.27,27.14,spindle_bearing_failure,warning
cnc,1.96,30.34,36.33,58.01,1.95,25.78,spindle_bearing_failure,running
cnc,2.18,35.44,23.32,55,2.08,27.67,tool_breakage,warning
cnc,1.03,27.47,33.08,55,2.36,26.12,spindle_bearing_failure,running
cnc,4.87,81.92,48.49,103.68,2.06,25.72,tool_breakage,fault
cnc,0.95,46.17,43.92,80.55,2.15,24,none,running
cnc,2.39,38.17,23.73,55,1.93,24.71,tool_breakage,warning
cnc,0.85,40.26,41.11,72.56,2.29,26.27,none,running
cnc,4.39,75.96,40.98,82.35,1.98,25.34,tool_breakage,warning
cnc,3.82,67.51,40.79,78.07,1.81,26.95,tool_breakage,warning
cnc,0.82,43.06,42.75,79.94,2.17,25.28,none,running
cnc,0.82,44.69,48.19,87.39,2.16,25.73,none,running
cnc,0.72,37.02,29.45,55,2.19,25.25,tool_wear,running
cnc,5.42,78.28,47.22,88.36,2.08,26.2,tool_breakage,fault
cnc,3.48,53.66,59.93,84.97,0.72,24.71,lubrication_failure,fault
cnc,0.79,42.2,33.11,65.65,1.97,26.27,tool_wear,running
cnc,2.7,61.5,73.74,91.82,1.1,26.55,lubrication_failure,fault
cnc,1.69,21.68,28.97,55,0.94,25.79,lubrication_failure,warning
cnc,1.69,51.23,52.19,97.48,2.12,26.25,tool_wear,warning
cnc,4.52,58.87,61.81,89.98,2.34,27.64,spindle_bearing_failure,fault
cnc,3.35,60.21,67.44,108.51,0.81,24.52,lubrication_failure,warning
cnc,0.58,27.15,30.27,55,1.98,24.79,none,running
cnc,1.79,48.03,49.57,79.3,1.06,25.3,lubrication_failure,warning
cnc,2.34,44.25,54.7,94.21,0.73,27.72,lubrication_failure,fault
cnc,3.13,62.79,65.93,94.77,2.08,26.23,spindle_bearing_failure,warning
cnc,2.58,55.21,64.78,97.91,1.21,27.09,lubrication_failure,warning
cnc,0.77,43.08,41.58,75.36,2.07,24.6,none,running
cnc,6.06,60.32,43.12,79.67,1.99,25.53,tool_breakage,fault
cnc,0.67,32.89,35.8,68.99,2.01,27.64,none,running
cnc,0.69,38.49,34.99,69.77,1.91,25.12,none,running
cnc,0.96,47.07,46.59,88.2,2.18,25,none,running
cnc,3.86,76.87,47.93,85.36,2.25,27.66,tool_breakage,warning
cnc,2.04,48.96,59.41,84.87,1.43,24.28,lubrication_failure,warning
cnc,1.64,39.08,43.81,67.36,1.07,26.84,lubrication_failure,warning
cnc,3.36,45.43,71.22,97.09,0.75,24.88,lubrication_failure,fault
cnc,1.64,56.77,49.53,90.2,2.26,26.37,none,running
cnc,3.99,52.46,70.55,94.42,0.98,25.63,lubrication_failure,fault
cnc,2.25,45.33,66.82,82.8,0.77,25.89,lubrication_failure,fault
cnc,0.45,26.81,25.58,55,2.16,25.02,none,running
cnc,0.96,50.07,45.06,83.29,2.01,26.16,none,running
cnc,1.01,30.19,26.13,55,2.01,26.01,tool_wear,running
cnc,5.95,93.86,54.14,99.83,2.14,27.65,tool_breakage,fault
cnc,1.2,65.25,47.48,92.57,1.93,25.19,tool_wear,warning
cnc,1.96,32.28,30.96,55,0.98,24.94,lubrication_failure,warning
cnc,0.74,43.9,41.72,78.58,1.97,25.85,none,running
cnc,2.55,43.96,53.7,85.28,2.09,26.51,spindle_bearing_failure,warning
cnc,2.4,32.45,46.58,63.54,0.85,24.43,spindle_bearing_failure,warning
cnc,0.74,39.79,41.9,75.34,1.99,25.75,none,running
cnc,1.61,24.45,29.37,55,2.03,25.52,spindle_bearing_failure,running
cnc,0.71,39.04,37.14,71.56,2.23,25.65,none,running
cnc,1.06,51.11,46.95,89.77,1.92,25.1,none,running
cnc,1.32,55.97,51.57,84.05,2.29,25.45,tool_wear,running
cnc,3.48,67.7,41.09,81.95,2.12,25.8,tool_breakage,warning
cnc,0.95,47.58,48.15,89.77,2.04,27.21,none,running
cnc,3.4,54.1,54.11,87.71,1.99,26.59,spindle_bearing_failure,warning
cnc,0.73,38.91,40.63,68.86,1.99,25.22,none,running
cnc,1.14,62.36,53.49,93.7,2.14,26.88,tool_wear,warning
cnc,0.73,36.64,35.07,72.89,2.02,26.81,none,running
cnc,0.83,47.83,42.28,85.76,2.01,26.44,none,running
cnc,1.32,61.14,49.72,89.86,2.03,25.68,tool_wear,running
cnc,4.09,85.99,52.44,91.97,2.06,24.24,tool_breakage,warning
cnc,1.43,61.44,46.29,81.15,2.09,26.19,tool_wear,running
cnc,3.86,62.31,72.73,97.7,1.02,27.06,lubrication_failure,fault
cnc,2.77,50.38,65.52,90.46,1.96,25.98,spindle_bearing_failure,warning
cnc,0.77,46.25,42.2,79,1.94,26.29,none,running
cnc,4.66,85.19,55.99,104.94,2.1,26.1,tool_breakage,fault
cnc,3.2,59.23,70.07,96.94,1.98,24.32,spindle_bearing_failure,fault
cnc,0.99,47.82,44.63,80.72,2.07,26.23,tool_wear,running
cnc,2.97,40.51,26.54,55,2.1,26.99,tool_breakage,warning
cnc,2.06,59.61,62.42,95.4,1.33,25.46,lubrication_failure,warning
cnc,2.03,37.99,58.48,71.55,1.02,25.71,lubrication_failure,warning
cnc,2.65,56.84,62.16,92.48,0.72,24.93,lubrication_failure,fault
cnc,0.81,41.56,43.22,76.99,1.97,27.02,none,running
cnc,2.8,40.66,55.92,78.56,1.11,25.75,lubrication_failure,warning
cnc,1.04,50.09,43.65,79.16,2.21,25.13,tool_wear,running
cnc,0.85,32.37,26.96,55,2.04,25.07,tool_wear,running
cnc,3.01,49.97,60.67,96.15,1.91,25.14,spindle_bearing_failure,warning
cnc,4.08,60.51,72.82,101.75,2.12,26.77,spindle_bearing_failure,fault
cnc,3.2,54.85,54.61,86.12,0.73,25.63,lubrication_failure,fault
cnc,6.13,79.86,50.19,94.19,2.24,25.85,tool_breakage,fault
cnc,0.85,42.19,42.64,79.5,2.22,25.69,none,running
cnc,1.45,53.6,46.52,87.62,2.07,24.94,tool_wear,running
cnc,2.67,56.81,57.71,88.35,0.69,27.25,lubrication_failure,fault
cnc,1.26,60.37,45.73,80.24,2.21,27.12,tool_wear,running
cnc,3.57,48.55,70.9,99.35,2.07,26.05,spindle_bearing_failure,fault
cnc,0.92,42.39,32.37,56.66,1.87,24.89,tool_wear,running
cnc,1.9,35.33,45.25,60.03,1.88,26.44,spindle_bearing_failure,running
cnc,1.72,64.4,52.93,98.84,2.31,27.18,tool_wear,warning
cnc,1.25,53.38,43.89,77.26,2.08,24.32,tool_wear,running
cnc,2.9,55.16,71.03,97.89,1.17,25.2,lubrication_failure,fault
cnc,3.41,39.6,53.19,77.08,2.09,25.73,spindle_bearing_failure,warning
cnc,0.85,42.78,41.49,81.96,2.07,25.71,none,running
cnc,0.75,42.69,41.11,69.39,2.16,24.98,none,running
cnc,0.36,17.87,20,55,2.25,25.23,none,running
cnc,6.4,71.89,42.31,81.77,2.24,26.54,tool_breakage,fault
cnc,1.63,55.21,47.92,93.71,2.1,25.75,tool_wear,warning
cnc,4.26,81.98,46.14,94.22,2.11,25.75,tool_breakage,warning
cnc,2.99,43.72,30.61,55,2.12,24.66,tool_breakage,warning
cnc,3.46,52.71,67.86,98.8,1.24,26.41,lubrication_failure,warning
cnc,6.66,83.78,52.84,103.04,2.15,26.58,tool_breakage,fault
cnc,4.56,73.13,44.6,79.38,2.11,24.56,tool_breakage,fault
cnc,1.24,49.48,41.92,81.92,2.11,25.83,tool_wear,running
cnc,1.48,46.47,45.91,75.13,2.12,26.15,tool_wear,running
cnc,1.99,64.44,71.53,94.39,1.06,26.22,lubrication_failure,fault
cnc,0.8,36.46,33.22,65.9,2.16,26.32,none,running
cnc,1.75,36,36.11,56.57,0.86,27.57,lubrication_failure,warning
cnc,0.71,39.25,38.68,71.62,1.96,26.77,none,running
cnc,1.54,44.99,45.96,77.66,2,25.5,tool_wear,running
cnc,1.2,43.15,45.47,74.73,2.09,25.4,tool_wear,running
cnc,1.13,51.71,49.06,86.06,1.88,27,tool_wear,running
cnc,2.45,45.49,54.48,84.98,2.25,26.95,spindle_bearing_failure,warning
cnc,0.86,49.21,42.83,90.22,2.19,25.18,none,running
cnc,6.44,71.42,41.96,89.21,2.18,26.37,tool_breakage,fault
cnc,5.57,83.55,49.4,98.04,2.18,25.55,tool_breakage,fault
cnc,0.65,39.22,36.29,63.95,1.96,25.21,none,running
cnc,3.27,55.93,55.52,77.26,1.28,26.11,lubrication_failure,warning
cnc,1.02,46.59,44.03,83.97,2.05,25.78,none,running
cnc,3.59,44.83,56.55,75.93,2.16,27.41,spindle_bearing_failure,warning
cnc,3.87,50.72,29.33,55,2.15,24.85,tool_breakage,warning
cnc,5.97,79.27,50.29,83.9,2.23,26.41,tool_breakage,fault
cnc,1.46,47.28,44.94,85.34,2.12,25.68,tool_wear,running
cnc,0.7,42.73,40.4,80.49,1.99,26.37,none,running
cnc,0.85,45.86,43.29,84.61,2.22,24.38,none,running
cnc,4.19,68.95,43.77,84.9,1.96,25.77,tool_breakage,warning
cnc,2.01,35.14,42.29,63.88,0.82,25.17,lubrication_failure,warning
cnc,5.18,81.28,53.29,104.56,2.06,26.4,tool_breakage,fault
cnc,0.63,28.52,26.86,55,2.07,25.8,tool_wear,running
cnc,3.96,47.3,55.91,89.75,1.97,26.86,spindle_bearing_failure,warning
cnc,0.93,37.5,33.83,61.59,1.87,27.26,tool_wear,running
cnc,4.96,69.1,45.36,85.2,2.02,27.11,tool_breakage,fault
cnc,0.8,41.81,42.2,75.88,1.87,27.01,none,running
cnc,0.89,43.42,43.33,76.36,1.99,26.56,none,running
cnc,2.13,36.88,40.37,63.87,0.78,26.08,lubrication_failure,fault
cnc,5.77,70.16,48.55,94.06,2.32,26.18,tool_breakage,fault
cnc,2.7,45.45,55.45,79.47,0.83,24.91,lubrication_failure,warning
cnc,0.93,43.99,45.79,86.19,2.06,25.07,none,running
cnc,4.94,90.32,53.19,103.79,2.13,26.4,tool_breakage,fault
cnc,0.46,23.37,21.78,55,2.02,26.65,none,running
cnc,2.43,49.38,63.97,78.14,1.21,25.94,lubrication_failure,warning
cnc,0.95,25.79,30.92,55,1.29,27.61,lubrication_failure,running
cnc,3.94,64.37,44.44,84.79,2.17,26.44,tool_breakage,warning
cnc,0.63,42.74,40.86,74.07,2.33,26.15,none,running
cnc,2.54,48.53,67.22,101.18,1.81,26.44,spindle_bearing_failure,warning
cnc,1.92,50.67,65.79,82.91,0.65,26.2,lubrication_failure,fault
cnc,2.42,46.58,49.69,75.9,1.2,26.18,lubrication_failure,warning
cnc,5.42,75.23,49.07,84.09,2.07,27.51,tool_breakage,fault
cnc,0.87,46.99,40.95,75.5,1.93,25.56,none,running
cnc,0.84,40.35,42.55,82.03,2.13,25.29,none,running
cnc,5.73,85.52,49.38,96.8,2.26,25.93,tool_breakage,fault
cnc,2.95,43.45,66.65,89.08,2.15,24.12,spindle_bearing_failure,warning
cnc,0.41,26.62,28.73,55,1.95,27.18,none,running
cnc,6.99,83.75,47.94,98.6,2.03,26.83,tool_breakage,fault
cnc,5.95,73.84,46.89,93.15,2.13,26.84,tool_breakage,fault
cnc,1.38,27.68,34.59,55,1.11,25.71,tool_wear,warning
cnc,0.97,50.13,48.34,89.49,1.92,25.75,none,running
cnc,0.81,39.05,37.63,72.25,2.26,26.35,none,running
cnc,1.45,49.19,50.3,94.62,2.07,24.94,tool_wear,warning
cnc,1.87,45.21,52.18,82.51,2.15,27.18,spindle_bearing_failure,running
cnc,1.06,40.17,32.77,59.99,2.04,26.01,tool_wear,running
cnc,4.65,62.67,45.43,87.3,2.15,27.76,tool_breakage,fault
cnc,1.26,51.85,43.49,83.21,2,26.55,tool_wear,running
cnc,3.12,48.6,50.19,87.88,1.81,25.55,spindle_bearing_failure,warning
cnc,2.78,52.14,30.98,57.08,2.22,25.36,tool_breakage,warning
cnc,6.56,87.18,49.14,93.45,2.1,26.6,tool_breakage,fault
cnc,0.78,45.82,45.15,81.02,2.04,25.63,none,running
cnc,2.26,51.53,60.93,83.99,0.86,26.11,lubrication_failure,warning
cnc,1.4,71.26,56.44,96.7,2.19,24.87,tool_wear,warning
cnc,4.85,95.19,51.58,101.93,2.23,25.99,tool_breakage,fault
cnc,1.43,59.48,52.85,85.51,1.96,26.31,tool_wear,running
cnc,0.77,33.51,34.54,57.67,2.05,26.45,tool_wear,running
cnc,1.55,30.08,32.95,55,1.78,24.25,spindle_bearing_failure,running
cnc,3.07,50.15,56.38,74.21,2.25,26.42,spindle_bearing_failure,warning
cnc,2.48,45.8,61.08,82.73,1.01,27.67,lubrication_failure,warning
cnc,2.88,43.48,55.64,83.99,2.05,26.15,spindle_bearing_failure,warning
cnc,0.94,51.73,37.43,77.44,2.1,27.31,tool_wear,running
cnc,4.41,76.02,46.33,91.9,2.18,24.97,tool_breakage,warning
cnc,0.85,36.81,35.42,66.49,2.18,25.38,none,running
cnc,0.8,45.25,40.8,81.91,2.14,25.85,none,running
cnc,0.68,38.65,36.87,71.53,2.1,25.34,none,running
cnc,2.66,45.9,26.37,55,2.1,25.76,tool_breakage,warning
cnc,2.09,32.88,35.01,55,1.07,26.68,lubrication_failure,warning
cnc,1.23,52.19,46.09,79.15,2.07,24.94,tool_wear,running
cnc,0.74,38.16,38.24,75.26,2.07,27.79,none,running
cnc,4.8,63.79,44.63,80.25,2,25.06,tool_breakage,fault
cnc,2.65,33.61,42.12,67.95,1.21,25.2,lubrication_failure,warning
cnc,2.45,48.66,60.5,84.56,2.1,24.63,spindle_bearing_failure,warning
cnc,0.74,39.74,38.79,73.9,2.05,24.89,none,running
cnc,5.42,74.41,50.59,92.31,2.07,25.69,tool_breakage,fault
cnc,0.42,25.06,22.21,55,1.99,24.63,none,running
cnc,1.36,59.05,54.72,97.37,2.11,26.18,tool_wear,warning
cnc,4.47,63.1,64.41,93.02,2.12,23.8,spindle_bearing_failure,warning
cnc,6.03,72.16,43.25,78.7,1.85,25.43,tool_breakage,fault
cnc,2.42,31.88,33.2,57.63,2.28,24.86,spindle_bearing_failure,warning
cnc,1.28,59.23,48.54,98.46,2.09,26.92,tool_wear,warning
cnc,1.47,46.28,42.02,79.42,2.08,25.55,tool_wear,running
cnc,5.28,86.99,49.96,99.42,1.95,27.73,tool_breakage,fault
cnc,1.75,63.01,45.8,97.44,1.97,23.78,tool_wear,warning
cnc,2.8,49.5,68.74,98.88,1.97,25.75,spindle_bearing_failure,warning
cnc,1.66,31.67,39.97,65.05,2.19,25.89,spindle_bearing_failure,running
cnc,0.76,41.27,39.07,83.06,1.95,28.23,none,running
cnc,1.3,53,46.58,87.46,2.27,24.99,tool_wear,running
cnc,0.76,41.32,38.17,75.16,1.97,25.79,none,running
cnc,1.68,36.67,50.53,79.72,0.83,25.53,lubrication_failure,warning
cnc,0.37,24.44,20.63,55,2.24,26.02,none,running
cnc,2.74,42.8,60.04,81.7,1.95,27.34,spindle_bearing_failure,warning
cnc,5.12,69.9,45.81,80.13,2.04,25.73,tool_breakage,fault
cnc,1.37,44.45,45.43,85.18,2.33,25.55,tool_wear,running
cnc,0.91,41.25,42.43,79.12,1.95,25.67,none,running
cnc,2.58,52.68,54.49,84.13,1.96,26.53,spindle_bearing_failure,warning
cnc,1.83,32.81,43.54,67.58,0.88,25.74,lubrication_failure,warning
cnc,2.75,53.34,49.89,83.61,0.76,28.32,lubrication_failure,fault
cnc,2.11,49.72,46.9,87.72,2.09,24.73,spindle_bearing_failure,warning
cnc,3.87,51.39,53.7,94,2.22,25.44,spindle_bearing_failure,warning
cnc,0.64,36.93,37.45,66.59,1.93,27.59,none,running
cnc,0.84,45.33,48.04,87.12,1.98,26.03,none,running
cnc,1.48,27.62,28.87,55,1.97,25.06,spindle_bearing_failure,running
cnc,3.33,49.64,57.31,94.42,2.17,26.43,spindle_bearing_failure,warning
cnc,1.4,31.2,34.95,55,0.74,25.96,lubrication_failure,fault
cnc,0.73,45.98,43.3,84.53,2.16,26.17,none,running
cnc,1.12,51.7,45.14,90.18,2.2,24.83,tool_wear,running
cnc,1.63,35.19,32.01,59.62,0.69,25.11,lubrication_failure,fault
cnc,7.28,79.74,44.61,96.29,2.27,25.55,tool_breakage,fault
cnc,2.99,39.39,56.92,82.83,2.01,24.51,spindle_bearing_failure,warning
cnc,3.33,48.72,45,71.7,2.05,26.44,spindle_bearing_failure,warning
cnc,6.08,80.09,49.03,94.59,2.12,26.8,tool_breakage,fault
cnc,0.91,51.34,44.9,87.34,2.03,26.1,none,running
cnc,4.1,82.64,43.53,81.56,1.92,25.34,tool_breakage,warning
cnc,4.16,79.16,44.05,87.66,2.09,25.95,tool_breakage,warning
cnc,4.87,68.56,43.77,94.4,2.12,25.12,tool_breakage,fault
cnc,4.47,49.4,55.63,86.04,2.05,27.22,spindle_bearing_failure,warning
cnc,0.93,42.28,46.1,80.63,2.09,25.47,none,running
cnc,5.78,81.14,43.35,91.52,1.93,24.62,tool_breakage,fault
cnc,1.53,44.28,50.51,78.7,1.07,26.64,spindle_bearing_failure,warning
cnc,2.39,60.85,56.83,102.12,0.95,26.3,lubrication_failure,warning
cnc,5.45,75.54,48,87.43,2.12,25.78,tool_breakage,fault
cnc,0.8,41.38,43.22,81.64,1.87,25.21,none,running
cnc,1.02,50.72,42.9,75.86,2.04,26.49,tool_wear,running
cnc,0.88,30.2,25.05,55,2.05,26.45,tool_wear,running
cnc,3.47,62.35,63.51,97.48,2.05,25.1,spindle_bearing_failure,warning
cnc,3.86,61.12,33.06,69.71,2.29,26.1,tool_breakage,warning
cnc,0.79,37.71,26.63,55,1.98,26.72,tool_wear,running
cnc,4.81,62.92,42.88,83.71,2.14,25.53,tool_breakage,fault
cnc,5.25,88.78,50.56,99.75,2.1,26.77,tool_breakage,fault
cnc,0.46,22.69,20.79,55,2.05,25.85,none,running
cnc,0.87,40.23,43.61,76.24,2.2,26.2,none,running
cnc,1.12,51.95,42.96,80.63,1.94,26.59,tool_wear,running
cnc,1.26,37.94,41.87,59.62,1.05,26.21,lubrication_failure,warning
cnc,1.2,52.78,48.71,93.44,2.05,27.07,tool_wear,warning
cnc,0.99,55.24,42.79,74.11,1.85,26.56,tool_wear,running
cnc,1.56,51.73,52.33,85.91,1.86,26.87,tool_wear,running
cnc,1.1,49.94,40.64,77.46,2.15,26.34,tool_wear,running
cnc,0.63,25.99,20,55,1.94,26.94,tool_wear,running
cnc,2.64,53.35,63.82,92.55,1.97,26.69,spindle_bearing_failure,warning
cnc,0.78,35.94,38.05,66.86,2.36,26.04,none,running
cnc,0.83,43.49,39.54,74.69,1.99,24.73,none,running
cnc,1,24.45,32.48,55,1.08,25.84,lubrication_failure,warning
cnc,3.15,55,70.5,97.59,1.97,25.59,spindle_bearing_failure,fault
cnc,0.72,48.21,44.11,82.19,2.19,25.48,none,running
cnc,0.79,29.51,20.72,55,1.96,25.33,tool_wear,running
cnc,0.78,36.38,37.47,73.93,2.13,27.49,none,running
cnc,2.36,53.62,56.77,77.99,1.83,25.97,spindle_bearing_failure,warning
cnc,5.03,80.31,44.53,89.29,2.23,25.49,tool_breakage,fault
cnc,3.7,62.21,38.32,82.14,2.27,26.97,tool_breakage,warning
cnc,1.81,40.81,40.48,59.84,0.63,25.51,lubrication_failure,fault
cnc,3.37,44.24,46.24,76.21,2.09,26.1,spindle_bearing_failure,warning
cnc,1.11,27.42,33.54,55,2.01,25.69,spindle_bearing_failure,running
cnc,3.15,54.69,65.81,98.69,2.06,26.79,spindle_bearing_failure,warning
cnc,5.31,67.38,42.96,83.03,1.91,27.07,tool_breakage,fault
cnc,0.88,35.44,26.72,55,1.99,26.32,tool_wear,running
cnc,6.84,76.93,50.26,98.85,2.19,25.17,tool_breakage,fault
cnc,0.84,43.14,44.12,79.17,2.02,25.66,none,running
cnc,3.25,42.47,50.65,86.83,2.17,25.36,spindle_bearing_failure,warning
cnc,6.61,89.92,46.99,90.94,1.85,24.61,tool_breakage,fault
cnc,1.29,56.86,44.65,74.03,1.98,26.75,tool_wear,running
cnc,6.04,73.72,47.33,93.27,1.88,24.73,tool_breakage,fault
cnc,0.79,37.79,36.46,69.98,1.96,24.46,none,running
cnc,1.05,38.9,27.24,55,2.13,24.92,tool_wear,running
