machine_type,vibration_mm_s,motor_current_A,gearbox_temperature_C,belt_speed_mps,load_kg,belt_alignment_mm,active_failure,status
conveyor,1.03,7.6,46.97,1.31,266.41,4.01,none,running
conveyor,0.91,6.53,47.66,1.36,193.99,4.66,none,running
conveyor,1.33,11.54,98.36,1.21,299.15,5.83,gearbox_overheating,fault
conveyor,1.16,7.63,50.11,1.34,224.43,1.8,none,running
conveyor,3.04,10.53,55.36,1.56,173.35,10.87,belt_misalignment,fault
conveyor,3.07,11.13,74.91,1.24,293.34,3.92,gearbox_overheating,warning
conveyor,1.32,9.47,65.22,1.48,322.84,3.29,gearbox_overheating,warning
conveyor,1.73,9.23,60.91,1.35,224.43,11.75,belt_misalignment,fault
conveyor,0.98,12.3,58.12,1.22,274.57,6.72,overload,warning
conveyor,1.53,15.94,48.79,0.95,499.35,6.83,overload,fault
conveyor,1.52,12.07,56.91,0.52,225.94,4.62,belt_slip,warning
conveyor,0.97,10.8,66.42,0.92,224.95,4.89,belt_slip,warning
conveyor,0.74,12.78,66.46,0.79,201.43,7.22,belt_slip,warning
conveyor,1.7,5.87,45.46,0.99,210.53,5.37,belt_slip,running
conveyor,1.07,12.43,72.34,0.82,375.44,6.45,overload,warning
conveyor,1.45,13.04,53.28,0.52,281.76,3.05,belt_slip,warning
conveyor,1.79,9.43,80.46,1.33,207.67,4.99,gearbox_overheating,fault
conveyor,3.63,13.63,89.67,0,464.19,9.87,jam,fault
conveyor,2.5,10.2,51.23,1.25,182.72,14.18,belt_misalignment,fault
conveyor,2.62,10.78,65.63,1.08,233.35,5.21,belt_slip,warning
conveyor,2.49,6.82,50.85,1.62,198.78,6.05,roller_bearing_failure,warning
conveyor,1,7.55,39.86,1.57,203.23,3.89,none,running
conveyor,2.18,12.71,46.77,0.59,115.71,7.67,belt_slip,warning
conveyor,3.11,10.36,51.89,1.25,245.97,5.42,overload,warning
conveyor,0.93,7.36,44.19,1.5,153.23,1.2,none,running
conveyor,2.79,7.86,42.05,1.23,180.81,12.17,belt_misalignment,fault
conveyor,0.55,6.72,38.42,1.39,208.62,4.62,none,running
conveyor,2.72,14.96,71.18,0.44,577.37,4.59,jam,fault
conveyor,0.92,7.11,41.96,1.61,190.46,3.37,none,running
conveyor,1.29,4.98,43.23,1.39,216,4.37,none,running
conveyor,2.32,11.9,56.62,1.12,166.9,2.84,belt_slip,warning
conveyor,1.9,11.84,75.6,0.9,389.31,1.67,overload,fault
conveyor,2.25,7.28,53.22,0.45,267.18,3.58,belt_slip,warning
conveyor,2.62,13.05,84.68,0,423.41,10.97,jam,fault
conveyor,1.1,4.89,44.98,1.7,174.84,4.58,none,running
conveyor,1.3,10.32,53.19,1.34,283.76,9.71,belt_misalignment,warning
conveyor,1.19,7.63,63.26,0.45,222.19,5.95,belt_slip,running
conveyor,2.08,18.05,60.13,0.46,353.02,5.07,jam,fault
conveyor,1.79,11.77,83.57,1.5,318.67,6.03,gearbox_overheating,fault
conveyor,5.03,15.58,61.89,0.35,465.01,10.35,jam,fault
conveyor,1.14,12.66,59.79,0.84,287.95,2.44,belt_slip,warning
conveyor,2.51,12.01,46.63,0.65,255.91,2.22,belt_slip,warning
conveyor,1.99,11.66,63.86,1.34,270.62,2.11,gearbox_overheating,warning
conveyor,1.49,18.86,66.46,1.04,580.77,3.77,overload,fault
conveyor,0.94,7.88,41.6,1.63,212.36,3.55,none,running
conveyor,5.55,7.92,41.18,1.48,192.6,1.81,roller_bearing_failure,fault
conveyor,5.6,15.87,67.44,0.12,537.37,5.78,jam,fault
conveyor,1.2,10.22,51.33,1.08,164.94,4.1,belt_slip,warning
conveyor,0.74,6.34,41.32,1.38,165.57,2.06,none,running
conveyor,2.97,10.02,55.21,0.94,167.07,2.69,belt_slip,warning
conveyor,2.39,7.36,51.54,0.94,207.77,6.68,belt_slip,warning
conveyor,2.75,6.58,41.55,1.33,185.9,13.03,belt_misalignment,fault
conveyor,3.93,12.22,91.37,0.42,329.75,8.68,jam,fault
conveyor,5.26,7.48,43.11,1.48,243.42,6.98,roller_bearing_failure,fault
conveyor,0.85,7.21,43.61,1.65,157.33,4.32,none,running
conveyor,5.07,6.01,47.39,1.43,243.65,5.45,roller_bearing_failure,fault
conveyor,2.13,21.56,78.55,0.46,418.9,11.21,jam,fault
conveyor,3.19,11.34,50.73,0.96,329.1,3.14,overload,warning
conveyor,4.11,5.67,47.9,1.4,252.16,3.52,roller_bearing_failure,fault
conveyor,0.75,8.67,69.92,1.16,250.17,6.01,gearbox_overheating,warning
conveyor,2.89,8.44,107.49,1.47,383.66,5.36,gearbox_overheating,fault
conveyor,1.8,6.99,53.89,1.23,246.87,4.15,roller_bearing_failure,running
conveyor,2.35,12.56,88.78,1.52,285.04,3,gearbox_overheating,fault
conveyor,2.26,11.83,44.91,0.69,205.74,2.61,belt_slip,warning
conveyor,2.95,11.14,47.94,1.08,229.47,8.01,belt_misalignment,warning
conveyor,4.76,7.19,47.55,1.29,243.86,3.54,roller_bearing_failure,fault
conveyor,1.96,7.65,45.72,1.53,277.51,9.08,belt_misalignment,warning
conveyor,1.06,10.07,64.41,1.09,244.61,5.2,belt_slip,warning
conveyor,2.01,7.57,40.25,1.18,122.47,3.5,none,warning
conveyor,1.61,9.85,42.94,1.23,229.91,9.29,belt_misalignment,warning
conveyor,2.45,10.17,81.55,1.31,292.22,2.22,gearbox_overheating,fault
conveyor,2.31,21.01,62.45,0.02,373.86,10.24,jam,fault
conveyor,2.93,9.05,50.92,1.43,225.74,7.28,belt_misalignment,warning
conveyor,4.2,7.06,54.45,1.35,160.43,2.64,roller_bearing_failure,fault
conveyor,0.85,7.65,48.36,1.53,241.44,1.3,none,running
conveyor,1.93,11.72,69,1.34,348.45,2,overload,warning
conveyor,2.42,12.19,51.21,0.92,397.12,6.7,overload,fault
conveyor,1.58,11.56,47.36,0.48,164.27,4.09,belt_slip,warning
conveyor,1.9,10.18,64.04,0.95,538.68,3.79,overload,fault
conveyor,2.09,9.74,43.38,1.04,151.66,5.07,belt_slip,warning
conveyor,0.96,6.97,46.73,1.61,263.19,4.9,none,running
conveyor,1.73,10,63.2,0.6,113.23,3.16,belt_slip,running
conveyor,1.05,8.71,61.57,1,203.79,7.1,belt_slip,warning
conveyor,1.53,17.41,70.52,1.08,360.13,3.57,overload,fault
conveyor,1.28,14.59,75.79,1.41,323.38,3.01,gearbox_overheating,fault
conveyor,1.55,9.68,47.11,1.14,205.63,7.09,belt_misalignment,warning
conveyor,1.89,12.84,63.42,0.8,141.05,3.26,belt_slip,warning
conveyor,1.91,15.12,87.65,0.05,374.13,6.44,jam,fault
conveyor,2.53,8.26,44.46,1.3,220.88,2.22,roller_bearing_failure,warning
conveyor,1.02,6.4,39.47,1.44,123.58,1.88,none,running
conveyor,2.41,6.78,52.69,1.12,178.72,6.89,belt_misalignment,warning
conveyor,3.02,15.6,68.58,1.29,363.21,4.09,overload,fault
conveyor,1.03,11.28,47.2,1.15,207.83,13.89,belt_misalignment,fault
conveyor,0.45,7.49,61.73,1.1,216.95,13.15,belt_misalignment,fault
conveyor,2.38,8.55,59.65,0.96,130.92,4.52,belt_slip,warning
conveyor,5.48,20,55.13,0.68,492.4,9.25,jam,fault
conveyor,0.9,6.45,37.14,1.45,169.47,3.38,none,running
conveyor,2.54,8.85,48.08,0.87,156.63,1.48,belt_slip,warning
conveyor,3.09,10.98,42.52,0.76,181.22,4.45,belt_slip,warning
conveyor,3.36,12.94,58.65,0.44,409.28,8.3,jam,fault
conveyor,1.9,8.11,56.65,0.96,225.5,5.46,belt_slip,running
conveyor,1.32,12.01,77.2,1.29,439.83,7.68,overload,fault
conveyor,1.02,7.19,40.6,1.61,209.06,6.85,roller_bearing_failure,warning
conveyor,0.67,6.05,38.99,1.45,197.1,2.66,none,running
conveyor,3.63,9.23,41.26,1.26,139.96,5,roller_bearing_failure,warning
conveyor,4.09,7.9,40.2,1.25,258.49,6.33,roller_bearing_failure,fault
conveyor,1.18,10.51,63.49,0.78,246.85,5.13,belt_slip,warning
conveyor,2.32,12.1,67.5,0.08,466.03,5.24,jam,fault
conveyor,1.79,7.87,62.64,0.61,210.5,7.31,belt_slip,warning
conveyor,3.12,8.14,73.66,1.23,258.85,3.75,gearbox_overheating,warning
conveyor,1.6,11.7,56.71,1.18,449.72,6.6,overload,fault
conveyor,1.76,9.86,59.03,1.28,230.3,13.13,belt_misalignment,fault
conveyor,1.83,9.73,48.9,1.37,289.35,6.23,overload,warning
conveyor,3,6.69,47.1,1.16,206.08,6.96,belt_misalignment,warning
conveyor,0.69,16.58,51.49,1.41,331.36,4.14,overload,fault
conveyor,1,5.86,47.2,1.7,144.67,3.73,none,running
conveyor,2.04,7.24,65.23,1.18,157.13,10.17,belt_misalignment,fault
conveyor,2.1,19.57,75.23,0.58,314.34,5.05,jam,fault
conveyor,2.07,6.89,55.02,1.39,150.86,12.68,belt_misalignment,fault
conveyor,2.37,13.61,67.07,0.24,319.6,9.43,jam,warning
conveyor,1.61,15.22,72.23,1.14,442.33,2.16,overload,fault
conveyor,3.67,7.87,60.8,1.29,309.47,11.07,belt_misalignment,fault
conveyor,2.31,8.4,85.8,1.32,159,2.04,gearbox_overheating,fault
conveyor,0.1,4.92,37.4,1.27,193.4,1.74,none,running
conveyor,3.31,7.41,71.02,1.53,164.28,6.42,gearbox_overheating,warning
conveyor,1.86,12.01,47.07,1.12,623.93,1.85,overload,fault
conveyor,1.01,9.89,106.58,1.28,348.84,4.97,gearbox_overheating,fault
conveyor,2.16,7.31,85.95,1.15,311.45,4.32,gearbox_overheating,fault
conveyor,4.21,5.61,52.43,1.58,169.41,6.01,roller_bearing_failure,fault
conveyor,5.92,12.68,82.2,0.29,650,7.51,jam,fault
conveyor,2.25,12.27,106.09,1.26,156,6.73,gearbox_overheating,fault
conveyor,3.6,9.75,44.95,1.52,272.6,4.09,roller_bearing_failure,warning
conveyor,1.77,7.79,44.52,1.32,230.72,6.33,roller_bearing_failure,warning
conveyor,1.25,10.02,97.83,1.55,236.2,2.01,gearbox_overheating,fault
conveyor,1.01,11.27,66.03,1.14,408.43,3.45,overload,fault
conveyor,2.04,7.64,59.2,1.44,203.55,3.78,roller_bearing_failure,warning
conveyor,2.83,9.29,107.34,1.49,174.6,2.04,gearbox_overheating,fault
conveyor,3.41,9.04,45.24,1.19,280.07,7.32,belt_misalignment,warning
conveyor,3.48,11.61,70.83,0.7,130.12,2.74,belt_slip,warning
conveyor,3.47,6.36,42.72,1.18,209.32,2.43,roller_bearing_failure,warning
conveyor,2.86,19.84,56.53,0.58,525.21,7.59,jam,fault
conveyor,3.84,16.23,57.86,1.28,448.02,3.32,overload,fault
conveyor,0.97,13.98,104.32,1.26,257.89,2.82,gearbox_overheating,fault
conveyor,1.52,14.47,83.25,0.41,501.59,6.11,jam,fault
conveyor,2.31,10.15,50.2,1.12,277.1,2.54,overload,warning
conveyor,5.63,12.58,78.26,0.34,425.78,5.77,jam,fault
conveyor,0.68,5.09,46.76,1.38,211.15,2.16,none,running
conveyor,2.14,11.08,47.67,1.12,310.88,1.54,overload,warning
conveyor,2.45,7.88,48.03,0.82,204.84,8.31,belt_slip,warning
conveyor,3.1,8.4,58.46,1.29,304.35,10.71,belt_misalignment,fault
conveyor,2.85,9.03,56.76,0.72,258.33,3.67,belt_slip,warning
conveyor,2.81,12.92,78.76,1.39,605.45,4.95,overload,fault
conveyor,1.98,12.11,78.52,0.05,612.04,10.3,jam,fault
conveyor,0.9,11.56,53.27,0.7,153.85,6.23,belt_slip,warning
conveyor,2.61,15.9,74.11,1.09,434.78,4.85,overload,fault
conveyor,4.96,15.01,69.12,0.5,470.32,3.37,jam,fault
conveyor,1.16,9.33,89.89,1.49,250.2,4.73,gearbox_overheating,fault
conveyor,2.42,15.42,55.95,1.42,413.71,2.44,overload,fault
conveyor,3.38,6.56,59.01,1.63,298.96,2.89,roller_bearing_failure,warning
conveyor,1.51,9.29,58.68,1.54,177.81,4.88,roller_bearing_failure,running
conveyor,0.76,11.79,62.44,1.24,243.62,3.83,overload,warning
conveyor,3.57,7.12,58.07,1.34,209.44,1.8,roller_bearing_failure,warning
conveyor,2.62,18.33,63.44,0.28,539.49,5.92,jam,fault
conveyor,3.18,16.21,64.67,1.27,493.67,5.62,overload,fault
conveyor,3.61,9.61,60.75,1.6,190.6,14,belt_misalignment,fault
conveyor,1.81,9.71,61.28,1.54,266.31,8.35,belt_misalignment,warning
conveyor,4.04,6.41,37.04,1.19,276.86,4.59,roller_bearing_failure,fault
conveyor,0.96,6.94,43.95,1.52,201.79,4.36,none,running
conveyor,1.71,9.5,64.33,1.41,385.86,3.58,overload,fault
conveyor,1.3,12.06,59.9,0.78,236.44,5.7,belt_slip,warning
conveyor,4.86,9.6,58.57,1.59,228.99,1.97,roller_bearing_failure,fault
conveyor,2.13,6.37,42.68,1.25,208.04,4.94,roller_bearing_failure,warning
conveyor,0.76,8.67,47.6,1.03,163.27,7.24,belt_slip,warning
conveyor,1.96,8.67,55.64,0.78,123.06,4.03,belt_slip,running
conveyor,2.19,13.2,76.84,0.81,327.59,6.35,overload,warning
conveyor,3.07,7.15,48.68,1.47,243.45,9.94,belt_misalignment,warning
conveyor,1.83,17.87,53.28,1.13,295.24,6.8,overload,fault
conveyor,1.81,12.89,76.69,1.34,426.62,3.26,overload,fault
conveyor,3.12,6.68,49.56,1.44,237.71,4.97,roller_bearing_failure,warning
conveyor,3.27,21.06,76.06,0.27,394.51,2.97,jam,fault
conveyor,2.9,12.7,81.9,1.57,252.3,2.63,gearbox_overheating,fault
conveyor,1.54,10.54,42.88,1.29,267.57,5.35,belt_misalignment,warning
conveyor,3.39,22.42,66.85,0.12,388.68,7.83,jam,fault
conveyor,0.67,7.36,62.9,1.48,198.83,11.11,belt_misalignment,fault
conveyor,1.88,8.55,53.91,1.44,257.15,7.46,belt_misalignment,warning
conveyor,2.93,8.33,47.55,0.98,128.83,4.41,belt_slip,warning
conveyor,0.92,12.45,54.49,0.86,377.43,2.2,overload,warning
conveyor,3.37,7.61,47.48,1.6,142.45,3.57,roller_bearing_failure,warning
conveyor,0.56,6.5,44.4,1.51,212.72,4,none,running
conveyor,1.81,9.59,82.52,1.21,156.24,3.34,gearbox_overheating,fault
conveyor,2.55,8.11,63.3,0.85,362.31,4.04,overload,warning
conveyor,2.15,6.77,41.99,1.5,226.78,12.54,belt_misalignment,fault
conveyor,3.67,19.74,66.6,0.42,503.11,6.6,jam,fault
conveyor,3.44,8.4,52.56,1.64,232.96,3.63,roller_bearing_failure,warning
conveyor,3.11,9.04,59.26,1.36,229.81,13.26,belt_misalignment,fault
conveyor,0.92,10.44,46.61,1.49,334.52,1.88,overload,warning
conveyor,4.38,15.94,83.69,0.3,411.85,11.32,jam,fault
conveyor,4.89,17.66,90.59,0.25,488.77,9.32,jam,fault
conveyor,3.96,12.63,72.72,0.39,459.41,5.77,jam,fault
conveyor,2.46,13.48,61.86,1.46,243.58,2.76,gearbox_overheating,warning
conveyor,3.71,5.79,48.91,1.64,245.3,5.09,roller_bearing_failure,warning
conveyor,1.45,12.28,55.83,1.38,431.12,4.62,overload,fault
conveyor,0.4,3.87,48.1,1.54,265.67,2.27,none,running
conveyor,2.76,7.12,41.04,1.22,265.35,4.91,roller_bearing_failure,warning
conveyor,1.86,17.64,73.84,1.39,402.94,5.41,overload,fault
conveyor,1.93,7.47,43.67,1.44,241.36,1.56,roller_bearing_failure,running
conveyor,2.38,11.42,67.48,0.99,390.44,4.89,overload,fault
conveyor,1.42,13.6,76.13,1.43,343.67,2.65,gearbox_overheating,warning
conveyor,1.08,6.23,43.94,1.37,188.14,1.52,none,running
conveyor,1.28,13.23,68.89,1.28,302.99,3.39,gearbox_overheating,warning
conveyor,0.96,7.99,54.57,0.57,147.03,6.98,belt_slip,warning
conveyor,3,7.92,48.82,1.57,211.35,8.02,belt_misalignment,warning
conveyor,2.24,9.22,58.96,0.59,225.33,5.94,belt_slip,warning
conveyor,1.3,12.06,48.86,0.95,116.19,1.86,belt_slip,warning
conveyor,1.12,8.87,58.16,0.52,215.15,8.22,belt_slip,warning
conveyor,1.87,11.38,51.78,1.12,339.85,5.85,overload,warning
conveyor,2.95,8.82,59,1.5,220.33,5.31,roller_bearing_failure,warning
conveyor,2.64,11.94,67.63,1.26,540.26,5.91,overload,fault
conveyor,1.03,7.51,48.22,1.6,203.51,2.34,none,running
conveyor,3.85,6.3,39.78,1.39,111.23,3.23,roller_bearing_failure,warning
conveyor,2.93,16.1,65.2,0.56,309.04,9.94,jam,fault
conveyor,2.81,11.33,84.78,1.6,220.64,5.55,gearbox_overheating,fault
conveyor,3.13,15.51,75.42,1.3,277.21,6.31,overload,fault
conveyor,1.59,10.64,49.96,1.09,247.95,14.78,belt_misalignment,fault
conveyor,1.96,9.23,59.27,1.31,274.62,5.18,roller_bearing_failure,running
conveyor,1.22,12.61,84.67,1.57,302.4,6.25,gearbox_overheating,fault
conveyor,1.04,7.4,39.91,1.64,159.59,4.09,none,running
conveyor,1.73,16.63,68.28,1.11,399.58,2.24,overload,fault
conveyor,2.41,19.25,61.99,0.15,362.89,4.12,jam,fault
conveyor,2.19,12.61,66.33,1.23,469.81,7.34,overload,fault
conveyor,1.86,10.8,57.11,1.14,512.01,3.29,overload,fault
conveyor,2.1,9.77,69.87,1.25,225.26,1.73,gearbox_overheating,warning
conveyor,5.28,8.02,47.61,1.34,189.23,5.36,roller_bearing_failure,fault
conveyor,2.33,14.16,52.97,1.28,404.05,4.98,overload,fault
conveyor,3.52,16.23,59.69,0.02,416.82,4.39,jam,fault
conveyor,1.42,10.77,56.72,1.31,396.13,5.07,overload,fault
conveyor,1.78,6.83,50.55,1.33,254.79,1.64,roller_bearing_failure,running
conveyor,3.18,7.6,42,1.37,159.64,2.8,roller_bearing_failure,warning
conveyor,0.79,5.25,35.89,1.57,180.17,1.14,none,running
conveyor,2.72,13.31,73.52,1.19,223.19,3.81,gearbox_overheating,warning
conveyor,3.01,7.8,88.78,1.59,367.49,6.4,gearbox_overheating,fault
conveyor,1.23,8.02,62.44,0.97,162.88,5.13,belt_slip,running
conveyor,4.17,18.04,61.08,0.55,294.31,5.2,jam,fault
conveyor,4.54,7.89,43.75,1.65,232.71,6.86,roller_bearing_failure,fault
conveyor,2.06,8.41,45.74,0.8,187.01,3.15,belt_slip,warning
conveyor,2.57,20.84,66.04,0.54,343.99,10.84,jam,fault
conveyor,3.32,14.16,81.32,0.22,464.3,8.2,jam,fault
conveyor,2.87,20.36,81.31,0.57,532.92,7.91,jam,fault
conveyor,0.91,5.86,48.73,1.35,213.62,3.71,none,running
conveyor,3.38,11.86,60.9,1.36,377.6,5.37,overload,warning
conveyor,1.93,16.68,82.89,0.18,484.13,8.63,jam,fault
conveyor,1.65,10.87,61.06,1,158.63,5.78,belt_slip,warning
conveyor,1.02,10.22,52.88,1.21,307.6,3.98,overload,warning
conveyor,3.22,7.46,43.01,1.32,260.9,3.11,roller_bearing_failure,warning
conveyor,3.54,6.35,52.19,1.36,243.13,1.95,roller_bearing_failure,warning
conveyor,1.12,7.41,46.43,1.55,212.1,0.99,none,running
conveyor,1.34,5.73,50.39,1.68,197.32,2.12,none,running
conveyor,1.16,12.04,59.94,1.24,268.89,7.49,overload,warning
conveyor,3.14,7.73,44.76,1.59,172.55,5.64,belt_misalignment,warning
conveyor,4.43,8.84,44.12,1.28,223.38,1.73,roller_bearing_failure,fault
conveyor,3.25,12.58,64.77,1.35,303.35,1.54,overload,warning
conveyor,0.77,5.32,43.88,1.67,172.21,4.01,none,running
conveyor,0.52,7.36,42.08,1.36,141.98,1.18,none,running
conveyor,0.83,7.27,44.61,1.41,263.3,2.93,none,running
conveyor,2.02,6.47,42.69,1.19,234.56,3.32,roller_bearing_failure,warning
conveyor,3.03,18.97,79.39,0.85,520.77,6.41,overload,fault
conveyor,2.13,12.23,86.08,1.41,299.33,6.56,gearbox_overheating,fault
conveyor,2.51,6.81,56.47,1.27,284.78,5.13,roller_bearing_failure,warning
conveyor,2.44,9.55,63.31,1.11,352.27,2.17,overload,warning
conveyor,1.69,10.37,53,0.78,244.04,3.63,overload,warning
conveyor,3.4,15.3,76.25,0.49,378.77,10.47,jam,fault
conveyor,3.13,12.18,71.61,1.46,287.59,4.21,gearbox_overheating,warning
conveyor,2.56,12.17,50.54,0.58,181.66,8.16,belt_slip,warning
conveyor,1.2,7.2,36.88,1.56,173.42,4.75,none,running
conveyor,1.98,7.02,100.72,1.64,293.4,2.93,gearbox_overheating,fault
conveyor,1.87,13.44,89.51,1.49,155.59,6.01,gearbox_overheating,fault
conveyor,2.97,9.42,56.22,1.28,251.4,4.84,roller_bearing_failure,warning
conveyor,2.55,6.85,62.13,0.86,196.67,3.31,belt_slip,warning
conveyor,0.99,6.06,41.45,1.3,222.78,6.06,roller_bearing_failure,warning
conveyor,2.96,9.41,42.93,1.29,240.25,6.97,roller_bearing_failure,warning
conveyor,3.18,12.64,53.36,1.41,453.77,6.58,overload,fault
conveyor,1.49,10.36,53,1.2,414.96,2.77,overload,fault
conveyor,1.27,11.59,58.65,1.02,309.26,3.12,overload,warning
conveyor,2.04,7.41,47.91,0.6,218.38,2.68,belt_slip,warning
conveyor,2.53,8,46.93,1.39,287.83,8.74,belt_misalignment,warning
conveyor,2.54,9.01,60.37,1.47,305.96,5.63,roller_bearing_failure,warning
conveyor,1.31,13.63,102.35,1.46,260.28,6.82,gearbox_overheating,fault
conveyor,2.34,7.82,45.49,1.38,214.46,8.43,belt_misalignment,warning
conveyor,3.21,19.45,75.78,0.28,488.98,8.46,jam,fault
conveyor,0.78,5.86,49.37,1.43,142.67,3.3,none,running
conveyor,6.31,13.86,72.29,0.27,582.56,6.06,jam,fault
conveyor,2.33,9.46,75.43,1.2,530.22,4.71,overload,fault
conveyor,1.05,7.13,49,1.48,153.45,1.27,none,running
conveyor,2.66,18.74,76.17,0.16,394.03,9.13,jam,fault
conveyor,2.74,12.15,52.42,0.25,599.29,5.46,jam,fault
conveyor,2.99,10.77,56.12,1.05,358.41,15.81,belt_misalignment,fault
conveyor,2.6,10.2,56.9,1.2,487.38,6.6,gearbox_overheating,fault
conveyor,0.69,9.82,78.07,1.55,203.87,4.92,gearbox_overheating,warning
conveyor,4.85,17.61,59.07,0.57,397.94,5.36,jam,fault
conveyor,2.52,12.03,73.72,0.74,394.65,1.94,overload,fault
conveyor,0.93,7.4,41.13,1.52,247.22,2.9,none,running
conveyor,1.12,5.66,41.12,1.65,196.44,2.89,none,running
conveyor,0.94,7.73,36.26,1.38,133.54,1.27,none,running
conveyor,2.84,17.56,70.9,1.32,510.43,6.07,overload,fault
conveyor,1.05,6.36,47.8,1.33,260.14,0.56,none,running
conveyor,2.74,9.2,50.07,1.33,176.28,6.46,roller_bearing_failure,warning
conveyor,1.14,7.18,57.14,0.94,118.47,5.35,belt_slip,running
conveyor,3.33,15.59,72.96,0.33,553.81,4.24,jam,fault
conveyor,1.3,13.29,65.84,1.17,561.36,7.27,overload,fault
conveyor,3.4,8.64,48.04,1.42,220.55,2.53,roller_bearing_failure,warning
conveyor,2.94,8.8,86.15,1.36,325.5,2.42,gearbox_overheating,fault
conveyor,0.94,7.66,42.53,1.53,265.73,4.1,none,running
conveyor,1.64,10.84,52.82,0.67,177.08,5.23,belt_slip,warning
conveyor,1.08,7.96,45.04,1.55,239.34,3.3,none,running
conveyor,1.27,12.89,51.82,0.82,387.6,4.91,overload,fault
conveyor,1.06,17.39,76.22,0.02,593.91,5.23,jam,fault
conveyor,1.62,11.84,60.31,1.26,260.02,2.69,gearbox_overheating,warning
conveyor,0.76,7.27,41.8,1.62,202.42,3.88,none,running
conveyor,1.2,12.75,61.36,0.91,221.25,5.85,belt_slip,warning
conveyor,1.53,16.36,67.5,1.31,288.02,1.54,overload,fault
conveyor,2.03,10.24,57.65,0.67,260.2,2.8,belt_slip,warning
conveyor,2.2,6.19,56.65,1.6,174.51,4.44,roller_bearing_failure,warning
conveyor,1.68,9.18,57.33,1.33,190,5.25,belt_misalignment,running
conveyor,1.84,8.62,41.21,1.45,159.24,13.1,belt_misalignment,fault
conveyor,2.98,9.97,57.23,0.5,180.97,5.86,belt_slip,warning
conveyor,2.37,10.18,51.54,1.17,237.42,9.11,belt_misalignment,warning
conveyor,4.54,18.57,58.88,0.29,383.25,9.56,jam,fault
conveyor,0.56,6.06,43.52,1.47,282.48,4.3,none,warning
conveyor,1.17,5.32,36.63,1.32,155.41,0.76,none,running
conveyor,1.67,16.64,51.29,0.84,393.7,7.32,overload,fault
conveyor,2.28,11.71,53.06,0.76,148.85,6.71,belt_slip,warning
conveyor,3.6,8.23,46.7,1.37,244.73,4.3,roller_bearing_failure,warning
conveyor,1.32,7.64,43.45,1.35,163.65,1.07,none,running
conveyor,1.58,9.38,56.24,1.33,339.54,9,belt_misalignment,warning
conveyor,1.67,7.07,70.68,1.39,236.39,5.41,gearbox_overheating,warning
conveyor,2.32,11.08,98.81,1.28,328.17,3.64,gearbox_overheating,fault
conveyor,1.7,10.32,45.66,1.56,198.59,10.63,belt_misalignment,fault
conveyor,4.17,19.91,80.25,0.29,574.15,11.08,jam,fault
conveyor,0.65,16.16,73.71,1.35,284.79,3.31,jam,fault
conveyor,2.1,7.12,60.47,1.31,229.25,6.05,belt_misalignment,warning
conveyor,1.02,11.79,59.52,1.11,203.4,6.88,belt_slip,warning
conveyor,2.93,11.11,44.72,0.45,277.59,5.45,belt_slip,warning
conveyor,5.58,7.81,39.97,1.68,167.48,3.94,roller_bearing_failure,fault
conveyor,1.4,18,79.04,1.23,347.57,5.01,overload,fault
conveyor,1.58,11.75,72.96,0.92,368,3.32,jam,warning
conveyor,0.72,11.87,64.57,0.9,95.15,6.46,belt_slip,warning
conveyor,2.4,10.51,51.1,1.32,239.89,12.49,belt_misalignment,fault
conveyor,3.28,7.04,46.71,1.59,240.79,3.84,roller_bearing_failure,warning
conveyor,3.99,21.55,90.37,0.41,479.99,4.16,jam,fault
conveyor,2.51,8.93,47.75,1.53,183.09,4.24,roller_bearing_failure,warning
conveyor,2.63,10.78,63.74,0.96,466.35,7.69,overload,fault
conveyor,2.58,8.82,107.16,1.45,283,2.87,gearbox_overheating,fault
conveyor,2.72,8.91,49.61,1.47,298.45,5.11,roller_bearing_failure,warning
conveyor,3,16.47,88.87,0.35,463.15,9.81,jam,fault
conveyor,2.39,9.69,78.75,1.45,360.54,5.45,gearbox_overheating,warning
conveyor,0.62,6.87,37.11,1.56,206.7,2.97,none,running
conveyor,1.72,9.73,83.72,1.36,303.77,3.22,gearbox_overheating,fault
conveyor,2.49,6.68,42.75,1.43,231.2,2.28,roller_bearing_failure,warning
conveyor,3.69,18.47,59.29,0.35,286.58,10.66,jam,fault
conveyor,1.81,9.87,67.1,0.97,134.42,5.22,belt_slip,warning
conveyor,1.1,8.33,46.55,1.39,172.37,8.44,belt_misalignment,warning
conveyor,1.47,11.71,79.38,0.99,251.08,6.15,overload,warning
conveyor,1.18,7.9,43.64,1.46,157.54,2.04,none,running
conveyor,3.04,10.22,61.39,1.71,323.91,13.43,belt_misalignment,fault
conveyor,2.73,8.63,51.55,1.26,170.15,3.89,roller_bearing_failure,warning
conveyor,1.99,20.92,70.09,1.54,302.57,6.89,overload,fault
conveyor,1.44,14.95,56.57,1.09,381.42,5.2,overload,fault
conveyor,5.47,7.31,59.23,1.48,158.43,5.25,roller_bearing_failure,fault
conveyor,2.22,8.03,52.19,1.46,250.19,3.7,roller_bearing_failure,warning
conveyor,2.66,9.22,60.28,1.53,276.64,13.48,belt_misalignment,fault
conveyor,3.01,8.33,53.46,1.43,342.75,2.97,roller_bearing_failure,warning
conveyor,0.97,5.24,47.41,1.51,262.88,3.59,none,running
