machine_type,vibration_mm_s,motor_current_A,bearing_temperature_C,suction_pressure_bar,discharge_pressure_bar,flow_rate_lpm,active_failure,status
pump,3.28,19.05,63.45,0.22,3.18,161.86,cavitation,fault
pump,4.21,14.39,80.32,0.41,0.86,34.96,dry_run,fault
pump,1.66,12.72,52.33,0.93,4,213.38,none,running
pump,4.32,13.48,51.09,0.51,3,161.03,cavitation,fault
pump,1.82,13.57,72.26,0.17,1.27,0,dry_run,fault
pump,1.82,18.67,73.18,0.95,4.71,143.38,clogging,warning
pump,2.94,14.7,55.38,0.18,2.96,133.14,cavitation,fault
pump,4.13,15.58,65.59,0.82,2.3,135.33,cavitation,fault
pump,4.33,15.33,67.07,0.41,2.22,126.8,cavitation,fault
pump,1.2,16.38,66.04,0.63,6.03,129.45,clogging,warning
pump,1.54,9.86,55.29,1.21,4.48,206.26,none,running
pump,2.52,11.16,71.16,0.52,0.4,54.28,dry_run,fault
pump,3.16,19.6,64.91,0.93,6.58,87.32,clogging,warning
pump,1.39,12.87,58.17,0.86,2.43,179.85,seal_leakage,warning
pump,2.12,20.13,76.12,0.88,5.32,35.32,clogging,fault
pump,1.75,12.95,52.25,0.97,3.03,177.46,seal_leakage,running
pump,2.45,19.06,70.78,1.15,2.01,176.19,impeller_damage,warning
pump,1.54,12.76,50.04,1.12,4.28,251.8,none,running
pump,3.29,11.8,68.8,0.16,0.24,76.76,dry_run,fault
pump,3.65,13.62,82.91,0.15,1.08,79.67,dry_run,fault
pump,3.73,17.69,56.71,0.31,3.71,173.75,cavitation,fault
pump,1.57,16.69,70.24,0.74,2.28,137.69,impeller_damage,warning
pump,1.24,12.4,60.36,0.9,3.53,138.48,seal_leakage,running
pump,2.88,13.91,62.59,0.27,2.59,170.4,cavitation,fault
pump,1.3,19.72,69.86,0.4,5.95,143.17,clogging,fault
pump,2.98,17.5,58.09,0.52,3.63,153.84,cavitation,warning
pump,1.28,14.44,55.26,1.11,3.79,281.85,none,running
pump,3.12,16.1,58.91,0.53,2.85,189.75,cavitation,warning
pump,1.94,14.42,49.52,0.99,3.14,144.29,seal_leakage,running
pump,1.59,13.22,68.21,0.92,3.03,193.36,impeller_damage,warning
pump,2.4,16.9,58.43,0.63,2.57,114.34,cavitation,warning
pump,1.16,12.27,69.62,0.43,1.77,3.21,dry_run,fault
pump,3.17,24.5,65.85,0.8,5.9,113.94,clogging,fault
pump,0.93,12.44,51.24,1.04,4.72,238.06,none,running
pump,1.34,25.91,59.6,0.59,5.61,119.62,clogging,fault
pump,1.6,17.39,65.98,0.96,6.39,73.59,clogging,fault
pump,2.85,15.93,54.65,0.38,2.94,170.44,cavitation,fault
pump,0.92,12.1,53.82,1.17,3.69,221.98,none,running
pump,5.23,16.01,62.68,0.38,2.98,153.73,cavitation,fault
pump,1.46,13.18,64.21,0.88,2.81,156.16,seal_leakage,running
pump,1.7,11.87,55.63,0.92,3.03,159.66,seal_leakage,running
pump,2.79,16.28,69.26,1.07,4.42,246.33,bearing_failure,warning
pump,1.79,12.66,53.11,1.13,2.47,158.48,seal_leakage,warning
pump,1.64,11.66,50.46,0.92,2.39,189.07,seal_leakage,warning
pump,3,20.28,61.18,1.05,6.45,50.87,clogging,fault
pump,1.16,12.34,50.57,0.91,4.52,186.68,none,running
pump,1.79,14.23,56.57,1.2,3.1,125,seal_leakage,running
pump,1.32,13.91,51.38,0.98,4.44,225.19,none,running
pump,1.27,11.75,60.09,0.99,4.8,190.78,none,running
pump,2.63,20.2,63.81,0.86,2.62,151.91,impeller_damage,fault
pump,1.66,15.07,58.54,0.98,5.57,155.6,clogging,running
pump,1.39,13.47,48.39,1.13,4.33,255.03,none,running
pump,1.51,14.38,55.83,0.95,3.93,220.01,none,running
pump,1.82,16.42,62.34,0.71,4.94,130.17,clogging,warning
pump,1.91,12.28,57.56,1.08,3.83,193.82,none,running
pump,2.53,18.57,74.5,1.06,4.4,242.29,bearing_failure,warning
pump,1.07,12.47,56.58,0.92,2.35,139.26,seal_leakage,warning
pump,1.19,9.62,52.1,0.84,4.66,166.52,none,running
pump,1.93,21.4,62.72,1.03,4.55,56.58,clogging,fault
pump,4.12,16.4,60.86,0.79,2.99,68.92,impeller_damage,fault
pump,3.66,14.31,58.7,0.45,2.25,99.15,cavitation,fault
pump,1.64,16.29,63.98,1.17,4.71,226.09,none,warning
pump,0.78,13.66,53.56,0.52,2.33,116.77,cavitation,warning
pump,1.5,13.38,59.46,1.21,3.55,211.16,none,running
pump,1.07,19.25,71.78,0.96,5.98,68.95,clogging,fault
pump,3.53,10.75,89.92,0.16,0.62,48.78,dry_run,fault
pump,2.22,14.42,57.16,0.75,3.65,91.69,cavitation,warning
pump,1.62,13.46,61.48,0.8,1.82,96.79,bearing_failure,warning
pump,2.16,18.61,59.83,0.59,2.66,191.69,cavitation,warning
pump,2.02,16.28,69.71,0.95,1.58,91.47,impeller_damage,fault
pump,3.3,14.94,64.51,1.08,3.45,220.46,bearing_failure,warning
pump,3.67,13.73,55.51,0.8,2.97,149.56,cavitation,fault
pump,1.69,22.62,62.48,0.73,5.58,46.43,clogging,fault
pump,1.86,17.9,62.68,1.22,4.02,250.72,bearing_failure,warning
pump,3.2,12.09,55.01,0.83,1.74,123.67,impeller_damage,fault
pump,2.35,14.86,90.73,0.25,0.37,106.6,dry_run,fault
pump,3.21,12.95,70.39,0.64,1.38,73.93,impeller_damage,fault
pump,2.43,18.08,73.86,0.95,4.97,143.94,clogging,warning
pump,2.84,12.52,62.69,0.69,2.18,115.88,cavitation,warning
pump,2.81,10.88,72.22,0.14,0.13,64.25,dry_run,fault
pump,3.42,17.41,52.21,0.58,2.74,168.22,cavitation,warning
pump,1.78,12.88,46.31,0.93,3.82,195.81,bearing_failure,running
pump,1.19,9.53,56.54,0.99,3.94,176.46,none,running
pump,1.41,14.06,51.68,0.96,3.81,199.21,none,running
pump,2.81,13.1,89.26,0.05,0.7,43.39,dry_run,fault
pump,2.97,12.56,64.98,1,2.36,134.47,impeller_damage,warning
pump,3.18,20.97,76.61,0.55,6.5,97.77,clogging,fault
pump,1.63,9.23,58.96,1.09,3.77,196.04,none,running
pump,1.45,9.51,51.64,1.13,3.89,217.1,none,running
pump,2.74,12.75,76.1,0,0.74,36.97,dry_run,fault
pump,1.69,12.18,53.72,1.17,4.65,196.41,none,running
pump,1.72,12.55,50.51,0.92,2.39,167.24,seal_leakage,warning
pump,1.68,17.79,69.31,0.31,2.51,127.28,cavitation,fault
pump,1.6,9.05,61.14,1.17,3.89,205.65,none,running
pump,1.66,16.1,52.09,1.06,4.13,194.55,bearing_failure,warning
pump,2.79,13.11,55.22,0.69,1.68,90.53,impeller_damage,fault
pump,2.6,14.55,65.36,1.21,4,245.65,bearing_failure,warning
pump,2.04,13.8,72.03,0.79,3.14,129.99,impeller_damage,warning
pump,1.86,16.12,57.86,1.18,3.89,252.9,bearing_failure,warning
pump,1.33,13.57,57.54,1.2,3.76,241.46,none,running
pump,3.67,13.96,66.3,0.42,3.4,114.73,cavitation,fault
pump,1.92,16.29,74.74,0.71,6.03,155.51,clogging,warning
pump,3.04,11.7,54.98,0.75,3.61,134.12,cavitation,warning
pump,1.56,13.22,68.06,0.87,1.93,80.3,impeller_damage,warning
pump,0.89,16.58,58.68,0.83,5.1,164.93,clogging,warning
pump,3.46,15.3,68.28,0.85,4.15,169.67,bearing_failure,warning
pump,1.63,19.06,50.15,1.01,3.82,259.71,bearing_failure,warning
pump,1.58,16.46,52.63,0.61,2.36,165.12,cavitation,warning
pump,2.39,12.82,52.55,0.93,2.57,140.45,seal_leakage,warning
pump,4,15.4,54.29,0.39,2.52,170.5,cavitation,fault
pump,2.2,15.71,67.52,0.89,2.2,148.09,impeller_damage,warning
pump,1.81,15.06,60.56,1.11,2.24,172,seal_leakage,warning
pump,4.52,12.55,90.59,0.3,0.26,29.74,dry_run,fault
pump,1.75,12.85,51.14,0.94,4.5,202.37,none,running
pump,1.52,12.31,52.88,0.83,2.62,181.19,seal_leakage,running
pump,0.46,15.58,59.29,1.19,4.67,262.58,none,running
pump,1.55,11.49,54.65,1.12,3.95,190.39,none,running
pump,1.58,13.5,71.71,0.36,0.33,55.59,dry_run,fault
pump,1.72,11.65,53.85,0.96,2.79,191.93,seal_leakage,running
pump,1.47,13.19,60,1.05,3.35,140.79,seal_leakage,running
pump,1.76,10.17,62.77,0.98,3.09,146.67,seal_leakage,running
pump,2.08,21.35,66.44,0.46,5.11,134.56,clogging,fault
pump,1.79,15.69,60.94,0.31,4.24,87.52,clogging,fault
pump,1.03,18.34,51.54,0.57,2.34,83.78,cavitation,warning
pump,3.7,8.02,68.14,0.1,1.57,11.68,dry_run,fault
pump,1.25,12.98,64.07,0.99,2.24,195.96,impeller_damage,warning
pump,1.19,26.28,64.96,0.98,5.39,78.18,clogging,fault
pump,1.29,13.18,55.03,0.94,3.53,144.54,seal_leakage,running
pump,0.81,14.41,66.26,0.96,1.93,142.83,impeller_damage,warning
pump,1.61,12.79,61.15,1.05,3.28,202.11,seal_leakage,running
pump,1.94,10.6,55.28,1.19,2.33,124.29,seal_leakage,warning
pump,3.38,13.3,60.54,0.3,2.88,142.33,cavitation,fault
pump,1.19,12.51,54.49,0.81,1.98,143.07,seal_leakage,warning
pump,1.88,20.13,61.77,0.57,5.78,131.48,clogging,fault
pump,2,17.25,57.01,0.75,1.97,87.85,impeller_damage,warning
pump,1.31,17.57,64.16,0.93,1.69,159.16,impeller_damage,fault
pump,2.26,15.88,73.1,0.49,5.85,131.17,clogging,fault
pump,1.25,16.49,60.06,1.02,2.33,179.34,impeller_damage,warning
pump,3.14,11.44,60.29,0.74,3.41,121.91,cavitation,warning
pump,1.33,10.99,53.5,0.87,2.46,177.38,seal_leakage,warning
pump,1.04,11.95,57.48,0.94,2.6,161.43,bearing_failure,running
pump,1.85,11.86,60.68,1.16,2.46,174.68,seal_leakage,warning
pump,2.76,17.26,56.59,0.21,2.82,144.46,cavitation,fault
pump,2.27,13.27,62.97,0.62,3.24,131.86,cavitation,warning
pump,5.07,13.4,58.3,0.66,2.47,135.03,cavitation,fault
pump,2.85,14.66,54.86,0.64,2.62,154.17,cavitation,warning
pump,2.06,16.8,68.76,0.73,1.69,80.67,impeller_damage,fault
pump,0.88,13.41,74.38,0.9,6.04,67.55,clogging,fault
pump,1.63,11.13,54.54,1.22,4.17,212.6,none,running
pump,1.72,12.95,54.37,1.06,3.48,211.18,seal_leakage,running
pump,4.89,13.4,59.33,0.75,2.06,99.74,cavitation,fault
pump,2.13,13.7,65.56,1.15,2.4,116.5,impeller_damage,warning
pump,4.62,11.13,76.66,0.36,0.69,67.79,dry_run,fault
pump,1.99,16.98,66.55,0.9,1.98,203.1,impeller_damage,warning
pump,2.26,11.69,51.34,1.05,3.65,164.13,seal_leakage,warning
pump,1.47,14.73,59.99,1.13,3.41,167.1,seal_leakage,running
pump,1.71,16.98,61.39,0.96,2.08,75.43,impeller_damage,fault
pump,2.12,13.56,62.37,0.47,6.31,93.38,clogging,fault
pump,3.79,12.9,56.68,0.55,2.73,99.99,cavitation,fault
pump,1.68,26.19,72.59,0.74,5.49,144.1,clogging,fault
pump,3.27,17.44,75.2,1.07,4.1,226.89,bearing_failure,fault
pump,2.56,8.49,76.41,0.31,1,34.19,dry_run,fault
pump,2.77,16.98,65.93,1.18,4.49,240.59,bearing_failure,warning
pump,1.71,14.04,61.53,1.16,3.88,246.94,bearing_failure,running
pump,4.13,18.16,91.2,1.09,4.22,220.75,bearing_failure,fault
pump,3.08,12.84,74.3,0.9,4.51,206.5,bearing_failure,warning
pump,1.01,17.42,36.69,1.13,3.43,213.27,bearing_failure,warning
pump,1.74,11.11,58.08,0.96,4.47,221.38,none,running
pump,2.86,14.73,69.82,0.87,1.49,103.27,impeller_damage,fault
pump,2.1,18.07,78.89,0.65,4.29,58.31,clogging,fault
pump,3.21,14.53,61.91,0.94,4.37,204.29,bearing_failure,warning
pump,2.51,17.69,72.85,0.76,2.32,121.81,impeller_damage,warning
pump,1.27,14.3,57.05,1.22,4.6,207.57,none,running
pump,2.22,14.59,68.42,0.35,1.57,54.32,dry_run,fault
pump,2.09,14.54,67,0.92,6.35,133.98,clogging,warning
pump,4.39,14.46,62.83,0.83,3.25,166.92,cavitation,fault
pump,1.82,15.68,57.22,0.86,3,119.22,impeller_damage,warning
pump,2.51,13.13,55.1,0.74,1.85,94.7,impeller_damage,warning
pump,1.21,13.81,62.16,0.63,5.79,52.28,clogging,fault
pump,1.37,14.77,60.66,0.98,3.04,169.06,seal_leakage,running
pump,2.25,17.41,59.59,0.98,1.9,152.77,impeller_damage,warning
pump,3.55,17.73,59.59,1.04,2.29,121.42,impeller_damage,fault
pump,1.83,12.97,60.79,1.08,3.32,159.07,seal_leakage,running
pump,1.31,12.52,55.31,0.93,4.39,181.82,none,running
pump,1.18,13.64,47.29,1.19,4.37,246.75,none,running
pump,2.07,20.85,77.93,0.49,6.18,132.67,clogging,fault
pump,0.96,15.84,50,0.99,2.49,180.03,seal_leakage,warning
pump,4.62,12.08,56.08,0.72,2.18,140.97,cavitation,fault
pump,1.61,14.48,50.17,1.17,3.93,210.16,none,running
pump,2.27,13.45,78.48,0.92,4.48,168.87,bearing_failure,fault
pump,1.61,16.75,47.67,1.04,4.08,228.52,bearing_failure,warning
pump,1.68,17.35,63.54,0.65,3.07,112.2,impeller_damage,warning
pump,3.64,16.87,73.87,1.05,4.32,198.48,bearing_failure,fault
pump,1.58,15.89,68.03,0.82,1.61,132.14,impeller_damage,fault
pump,2.05,13.68,56.72,1.13,3.62,144.9,seal_leakage,warning
pump,1.73,13.42,51.56,1.23,2.58,131.84,seal_leakage,running
pump,1.24,14.57,64.07,1.15,3.39,188.86,seal_leakage,running
pump,3.46,9.32,69.05,0.23,0.95,50.66,dry_run,fault
pump,2.7,15.4,65.38,0.67,2.68,140.16,cavitation,warning
pump,1.78,18.76,60.62,0.41,5.08,59.11,clogging,fault
pump,3.88,8.76,81.28,0.43,0.89,84.06,dry_run,fault
pump,2.98,19.9,71.21,1.04,5.31,84.22,clogging,warning
pump,3.25,9.26,72,0.21,1.06,45.56,dry_run,fault
pump,3.9,18,66.05,0.29,3.52,124.85,cavitation,fault
pump,1.9,12.28,52.33,0.93,3.18,128.72,impeller_damage,running
pump,1.92,19.84,64.19,0.85,2.84,104,impeller_damage,warning
pump,1.57,14.96,54.95,0.88,1.45,102.55,impeller_damage,fault
pump,3.78,10.53,76.75,0.42,0.3,61.73,dry_run,fault
pump,1.82,18.32,62.35,0.42,5.2,114.55,clogging,fault
pump,2.16,12.83,56.56,0.42,3.33,123.59,cavitation,fault
pump,2.17,16.62,59.06,0.77,1.48,171.53,impeller_damage,fault
pump,1.24,10.98,60.58,1.04,3.03,191.5,seal_leakage,running
pump,2.56,11.57,67.52,0.26,1.67,15.19,dry_run,fault
pump,3.04,16.53,64.63,1.18,3.91,229.01,bearing_failure,warning
pump,3.09,15.31,69.43,0.7,2.13,75.5,impeller_damage,fault
pump,3.08,14.44,65.11,0.92,4.3,195.93,bearing_failure,warning
pump,2.99,18.6,69.33,0.43,6.39,141.06,clogging,fault
pump,2.97,15.15,93.45,0.17,0,2.8,dry_run,fault
pump,1.6,12.31,52.89,0.95,4.4,231.69,none,running
pump,2.93,6.35,70.99,0.31,1.37,56.89,dry_run,fault
pump,1.49,16.16,61.75,1.02,1.17,145.38,impeller_damage,fault
pump,4.57,16,53.63,0.37,3.31,155.67,cavitation,fault
pump,1.93,21.5,74.43,0.8,5.21,122.41,clogging,fault
pump,1.05,12.93,56.22,1.02,4.18,210.23,none,running
pump,1.42,15,51.62,1.12,2.6,182.98,seal_leakage,running
pump,3.88,13.67,68.86,1.11,3.8,181.8,bearing_failure,fault
pump,2.54,18.02,72.06,0.97,5.58,119.74,clogging,warning
pump,2.38,12.86,64.45,1.18,3.5,209.43,seal_leakage,warning
pump,1.66,24.24,61.13,0.46,5.53,156.59,clogging,fault
pump,0.57,13.04,54.17,1.05,2.95,197.44,seal_leakage,running
pump,3.59,14.71,66.11,0.53,3.7,169.36,impeller_damage,fault
pump,5.28,11.78,63.87,0.84,2.58,136.74,cavitation,fault
pump,2.7,12.82,88.66,0.23,0.35,0.35,dry_run,fault
pump,2.51,12.3,56.11,0.29,2.52,120.17,cavitation,fault
pump,2.48,15.42,62.93,0.97,5.38,124.21,clogging,warning
pump,2.61,18.26,71.97,0.72,6.19,75.45,clogging,fault
pump,2.03,8.68,76.49,0.38,1.42,75.87,dry_run,fault
pump,0.93,11.93,45.38,1.01,4.12,211.93,none,running
pump,4.13,9.02,83.61,0.17,0,37.36,dry_run,fault
pump,1.31,13.11,58.35,1.2,3.65,294.38,none,running
pump,2.86,15.19,58.41,1.13,1.47,85.58,impeller_damage,fault
pump,2.02,24.77,60.63,0.66,4.66,87.67,clogging,fault
pump,2.3,7.32,85.72,0.44,0.71,62.68,dry_run,fault
pump,1.64,11.93,67.63,0.41,0.27,17.45,dry_run,fault
pump,3.65,15.05,79.85,0.32,0.16,32.88,dry_run,fault
pump,2.26,16.43,54.4,0.96,1.8,166.13,impeller_damage,warning
pump,2.58,17.71,48.62,1,4.42,260.67,bearing_failure,warning
pump,2.51,13.92,89.72,0.32,0.84,15.4,dry_run,fault
pump,4.15,11.29,94.22,0,0.62,91.47,dry_run,fault
pump,2.57,21.72,66.12,0.78,5.24,88.22,clogging,fault
pump,3.91,13.83,73.65,1.07,3.86,180.48,bearing_failure,fault
pump,2.66,17.36,62.44,0.38,6.52,35.8,clogging,fault
pump,2.17,12.07,69.2,0.26,0.84,51.19,dry_run,fault
pump,2.99,17.68,55.39,0.36,2.82,85.74,cavitation,fault
pump,1.74,13.76,71.45,1.1,3.55,201.34,bearing_failure,warning
pump,2.53,23.44,75.14,0.84,5.83,158.01,clogging,fault
pump,2.04,22.63,64.34,0.81,6.74,94.44,clogging,fault
pump,1.67,10.55,58.4,1.23,4.65,174.39,none,running
pump,2.11,14.21,61.18,0.84,5.73,65.62,clogging,fault
pump,1.37,15.06,53.31,1.07,2.46,177.38,seal_leakage,warning
pump,1.68,13.35,52.02,0.95,4.19,235.69,none,running
pump,1.12,12.2,90.06,0.27,0.1,89.47,dry_run,fault
pump,3.68,9.13,84.73,0.28,0.13,59.68,dry_run,fault
pump,1.02,15.23,68.8,0.85,1.84,154.9,impeller_damage,warning
pump,2.11,13.3,67.09,0.45,1.01,36.42,dry_run,fault
pump,2.68,18.85,76.07,0.87,4.99,125.73,clogging,fault
pump,1.7,14.55,50.43,0.9,3.92,222.66,bearing_failure,running
pump,5.57,10.76,54.09,0.79,3.68,130.42,cavitation,fault
pump,1.63,20.08,64.33,0.73,5.17,147.5,clogging,fault
pump,1.32,9.67,57.4,0.88,2.3,182.27,seal_leakage,warning
pump,2.18,13.21,82.15,0.38,0.9,35.47,dry_run,fault
pump,3.85,18.97,88.2,1.01,3.71,263.73,bearing_failure,fault
pump,2.07,14.23,55.94,0.79,3.76,178.32,seal_leakage,warning
pump,2.57,18.25,69.46,0.85,2.47,147.97,impeller_damage,warning
pump,1.9,12.12,57.98,0.94,3.68,195.33,seal_leakage,running
pump,1.65,12.4,59.59,1.08,4.37,200.16,none,running
pump,1.25,21.11,75.05,0.92,4.3,113.08,clogging,fault
pump,2.13,12.35,55.16,0.71,2.98,115.91,cavitation,warning
pump,2.7,16.16,60.76,0.38,2.15,162.31,cavitation,fault
pump,1.44,10.9,52.81,1.04,2.71,176.33,seal_leakage,running
pump,1.48,11.83,49.4,1.11,3.7,212.98,none,running
pump,3.68,13.18,56.84,0.88,3.74,149.82,cavitation,fault
pump,1.73,11.44,62.65,0.9,2.25,163.27,seal_leakage,warning
pump,1.33,15.4,32.16,0.99,3.48,183.11,bearing_failure,running
pump,1.56,17.84,60.71,0.46,5.75,132.52,clogging,fault
pump,1.29,7.05,74.71,0.22,0.83,0,dry_run,fault
pump,1.77,11.47,56.66,1.15,3.71,174.8,seal_leakage,running
pump,1.56,10.72,57.16,1.16,4.35,230.78,none,running
pump,2.58,10.1,75.85,0.32,1.53,61.02,dry_run,fault
pump,1.52,15.1,53.37,0.87,4.21,258.51,none,running
pump,3.48,12.61,67.36,0.79,3.42,161.62,bearing_failure,warning
pump,2.37,11.14,62.17,1.18,2.69,159.03,seal_leakage,warning
pump,2.31,15.5,70,0.76,5.29,84.44,clogging,warning
pump,3.56,17.24,59.56,0.73,2.03,191.54,impeller_damage,fault
pump,1.64,16.86,57.35,0.73,2,88.99,cavitation,warning
pump,2.53,10.25,93.43,0.32,0.57,21.79,dry_run,fault
pump,0.81,15.02,52.04,1.25,4.12,256.26,none,running
pump,0.79,13.48,84.05,0.12,0.83,13.51,dry_run,fault
pump,2.88,14.17,64.15,0.84,4,230.56,bearing_failure,warning
pump,2.02,19.41,73.4,0.49,4.73,89.52,clogging,fault
pump,1.78,12.48,55.52,1.17,3.99,181.86,none,running
pump,2.44,11.97,49.43,1.15,3.11,156.68,seal_leakage,warning
pump,1.63,11.52,57.45,1.09,4.6,216.29,none,running
pump,1.39,9.82,50.41,1.15,3.86,195.4,none,running
pump,1.26,11.59,56.22,0.93,3.69,248.97,none,running
pump,1.24,12.58,58.69,0.99,4.09,258.37,none,running
pump,3.32,15.82,53.2,0.65,2.8,201.95,cavitation,warning
pump,2.99,17.16,66.04,0.92,1.71,120.68,impeller_damage,fault
pump,2.68,10.49,94.65,0.04,1.55,20.06,dry_run,fault
pump,2.67,15.49,51.14,1.25,2.6,212.65,seal_leakage,warning
pump,1.87,13.88,53.53,0.85,3.84,129.59,cavitation,running
pump,1.41,11.01,65.4,1.14,3.75,246.11,none,warning
pump,1.25,13.24,55.88,1.2,4.13,256.03,none,running
pump,1.7,15.8,52.07,0.99,4.73,220.18,none,running
pump,1.63,13.56,52.43,1.1,3.68,217.34,none,running
pump,1.03,14.42,55.85,1.15,4.17,246.52,none,running
pump,2.4,15.5,59.23,1.07,2.39,139.72,impeller_damage,warning
pump,4.04,16.31,60.13,0.82,3.08,162.58,cavitation,fault
pump,3.25,22.33,73.58,0.46,6.59,84.47,clogging,fault
pump,2.67,6.73,91.41,0.35,0.55,53.91,dry_run,fault
pump,2.12,20.72,68.4,0.76,6.19,69.88,dry_run,fault
pump,1.3,14.82,55.5,1.28,3.89,234.43,none,running
pump,2.13,14.01,56.13,0.76,3.57,109.54,cavitation,warning
pump,1.6,19.24,55.47,0.81,5.05,99.41,clogging,warning
pump,2.95,15.02,65.07,0.92,3.07,82.83,impeller_damage,warning
pump,2.28,14.31,64.2,0.92,4.16,264.48,bearing_failure,warning
pump,2.52,17.23,55.3,0.23,2.66,181.29,cavitation,fault
pump,1.3,11.84,68.44,0.85,2.73,83.4,impeller_damage,warning
pump,1.76,15.28,50.97,0.95,4.11,224.01,none,running
pump,1.81,23.42,73.89,0.87,4.72,83.7,clogging,fault
pump,0.86,16.04,52.58,0.85,2.23,157.07,seal_leakage,warning
pump,1.49,13.73,62.24,0.91,2.41,177.45,seal_leakage,warning
pump,3.04,11.68,88.74,0,0.32,26.61,dry_run,fault
pump,2.5,11.85,58.87,0.64,2.64,141.4,cavitation,warning
pump,1.14,13.13,58.57,1.14,4.62,241.73,none,running
pump,2.09,13.19,56.62,0.9,3.61,207.07,bearing_failure,warning
pump,3.22,15.39,64.48,1,4.05,191.71,bearing_failure,warning
pump,1.97,17.92,65.17,1.08,2.87,152.71,impeller_damage,warning
pump,1.57,14.56,54.28,0.98,2.76,193.23,seal_leakage,running
pump,2.06,12.73,59.88,0.91,3.63,186.4,bearing_failure,warning
pump,4.42,14.84,90.38,0.29,0.85,26.84,dry_run,fault
pump,2.47,15.48,64.17,0.75,2.77,88.38,impeller_damage,warning
pump,1.51,14.25,57.36,1.19,3.95,267.68,none,running
pump,0.91,15.75,64.12,0.99,3.37,189.31,seal_leakage,running
pump,0.92,12.79,48.83,1.14,4.5,230.06,none,running
pump,1.8,16.14,67.31,0.77,2.94,126.67,cavitation,warning
pump,2.12,16.84,51.47,0.39,2.98,117.61,cavitation,fault
pump,1.57,14.72,70.8,0.89,2.32,132.14,impeller_damage,warning
pump,1.83,16.62,66.85,1.01,2.2,104.15,impeller_damage,warning
pump,1.77,16,51.21,0.93,3.85,233.15,bearing_failure,running
pump,2.14,12.76,57.04,0.94,2.31,119.75,seal_leakage,warning
pump,1.44,13.19,55.3,1.21,4.47,264.43,none,running
pump,1.41,15.88,49.83,1.19,4.38,248.24,none,running
pump,2.49,16.96,76.15,0.22,0.1,9.72,dry_run,fault
pump,1.2,13.45,53.26,0.92,4.4,243.41,none,running
pump,1.93,11.32,49.63,0.96,3.95,177.1,none,running
pump,3.46,13.85,92.19,0.23,1.65,70.78,dry_run,fault
pump,4.02,13.16,57.46,0.42,2.46,108.02,cavitation,fault
pump,1.27,14.28,51.93,0.94,4.72,269.78,none,running
pump,1.68,12.93,57.99,0.57,3.46,153.49,cavitation,warning
pump,1.95,13.47,58.04,1.15,3.91,252.75,none,running
pump,4.53,16.62,61.15,0.54,2.29,103.18,cavitation,fault
pump,3.74,9.15,83.23,0.43,1.77,57.25,dry_run,fault
pump,4.35,8.54,92.9,0.39,0.81,17.44,dry_run,fault
pump,4.77,12.84,72.42,0.33,0.8,51.07,bearing_failure,fault
pump,2.31,13.82,60.54,0.85,5.07,147.88,clogging,warning
pump,2.57,16.05,64.06,0.66,1.41,91.94,impeller_damage,fault
pump,2.39,14.81,67.68,0.34,0.17,5.39,dry_run,fault
pump,1.26,21.86,59.82,0.72,5.31,48.93,clogging,fault
pump,1.29,9.83,55.86,1.06,4.49,194.17,none,running
pump,2.52,13.92,76.06,0.98,4.37,207.97,bearing_failure,fault
pump,1.4,19.34,72.88,1,6.64,158.44,clogging,warning
pump,1.74,16.64,64.12,0.96,4.56,214.96,bearing_failure,warning
pump,1.47,14.06,67.65,0.51,5.85,88.97,clogging,warning
pump,1.18,15.73,53.3,1.03,4.35,257.7,none,running
pump,1.34,14.2,48.76,1.03,4.67,223.13,none,running
pump,1.13,11.65,51.68,1.15,4.71,232.99,none,running
pump,2.97,15.19,61.01,0.44,4.54,82,clogging,fault
pump,4.05,12.8,68.52,0.55,2.8,135.81,cavitation,fault
pump,2.65,10.87,68.16,0.51,0.57,97.1,dry_run,fault
pump,1.35,12.77,51.91,1.15,4.7,244.93,none,running
pump,1.5,11.27,55.65,1.25,3.76,245.54,none,running
pump,3.53,15.15,82.82,0.75,6.41,54.02,clogging,fault
pump,2.21,14.79,67.67,0.82,3.79,177.88,bearing_failure,warning
pump,4.02,13.79,62.98,1.08,4.03,172.9,bearing_failure,fault
pump,2.44,15.72,70.47,1.08,1.41,80.95,impeller_damage,fault
pump,2.18,12.09,63.2,0.95,3.64,185.88,seal_leakage,warning
pump,2.41,10.93,86.58,0.25,0.42,24.42,dry_run,fault
pump,3.19,9.27,81.98,0,0.33,72.67,dry_run,fault
pump,4,13.63,81.32,1.1,3.52,218.27,bearing_failure,fault
pump,1.14,10.23,50.49,0.9,4.57,218.75,none,running
pump,5.55,15.21,57.53,0.42,3.31,146,cavitation,fault
pump,1.15,14.33,50.54,0.99,4.56,230.83,none,running
pump,1.2,15.37,56.75,1.11,3.31,175.64,impeller_damage,running
pump,2.28,11.94,60.61,1.04,1.56,93.43,impeller_damage,fault
pump,2.38,12.85,84.51,0.49,1.29,28.36,dry_run,fault
pump,2.17,22.6,65.4,0.52,6.55,86.14,clogging,fault
pump,3.74,13.58,88.18,1.01,3.99,181.91,bearing_failure,fault
pump,2.39,13.5,74.42,0.86,3.72,198.26,bearing_failure,warning
pump,1.39,16.04,51.5,0.39,3.24,171,cavitation,fault
pump,1.68,13.19,54.83,0.94,4.14,176.73,bearing_failure,running
pump,2.77,18.89,62.93,0.91,2.7,105.73,impeller_damage,warning
